■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-26,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 1980~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
11592,새아빠 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11593,새아빠: 엄마의 남자를 탐하다,오우카 하야토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-03-29,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11594,새아빠: 엄마의 남자를 탐하다(무삭제),오우카 하야토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-07-10,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11595,새아빠와의 불륜,모리 신이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-21,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11596,새엄마 그리고 나,사쿠라지마 하루오,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-25,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11597,새엄마 무삭제,김무원,(주)영화사 사계절,,(주)영화사 사계절,2017-06-19,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11598,새엄마 새누나,김민식,(주)영화사가을,,(주)영화사가을,2017-09-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11599,새엄마 새누나 무삭제판,김민식,(주)영화사가을,,(주)영화사가을,2018-01-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11600,새엄마 엿보기 - 흔들리는 가슴과 허리,소리마치 루이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-16,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11601,새엄마 최면술로 맘껏 즐기기,소리마치 루이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-23,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11602,새엄마 2 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2018-06-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11603,새엄마 2017: 아버지의 아내를 탐하다,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-06-19,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11604,새엄마 2017: 아버지의 아내를 탐하다(무삭제),이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-08-07,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11605,새엄마 2: 그녀의 남자가 되다,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-12-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11606,새엄마 2: 그녀의 남자가 되다 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11607,새엄마 3 무삭제판,김부곤,(주)영화사가을,,(주)영화사가을,2019-06-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11608,새엄마 : 나의 섹스 교사,최강호,(주)영화사가을,,(주)영화사가을,2017-06-01,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11609,새엄마 : 나의 섹스 교사 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2017-07-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11610,"새엄마-비밀,그리고 야한 짓",코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11611,새엄마:강제섹스를 하다,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-12-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11612,새엄마:개인교수,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-11-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11613,새엄마:남편 대신 아들,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2019-06-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11614,새엄마:아찔한 유혹,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2019-08-09,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11615,새엄마:위험한 취향,츠지 코지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-06-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11616,새엄마:잘못된 관계,츠지 코지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-06-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11617,새엄마:하고 싶은 여자,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11618,새엄마: 금지된 욕망,노지리 카츠미,,(주)영진크리에이티브,(주)영진크리에이티브,2016-09-09,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11619,새엄마: 섹스 하는 날,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-16,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11620,새엄마: 아들의 여자가 되다,사카모토 후토시,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-01-12,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11621,새엄마: 아버지의 여자를 탐하다 (무삭제),칸바라 이쿠토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-03-23,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11622,새엄마: 화려한 기술,오데라 슌고,,(주)영진크리에이티브,(주)영진크리에이티브,2017-02-08,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11623,새엄마가 된 옆집유부녀,시온 히비키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11624,새엄마는 내차지,키타노 마지메,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11625,새엄마는 전여친,"이상민,이상민",(주)영화사가을,,(주)영화사가을,2018-01-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11626,새엄마는 전여친 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11627,새엄마는 정말 헤픈여자,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11628,새엄마는 현역 여대생,다카사카 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-14,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11629,새엄마는 흰팬티가 좋아,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11630,새엄마들: 아들을 탐하다 (무삭제),칸바라 이쿠토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-04-06,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11631,새엄마랑은 처음인데,니시무라 켄타,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11632,새엄마와 그녀의 여동생,최강호,(주)영화사가을,,(주)영화사가을,2017-06-01,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11633,새엄마와 그녀의 여동생 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2017-09-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11634,새엄마와 나쁜 친구들,하세가와 카츠유키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11635,새엄마와 외아들의 애완녀,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-03-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11636,새엄마의 고민해결,인다 라나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-16,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11637,새엄마의 변태성향,야마자키 쿠니노리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11638,새엄마의 불륜촬영,고바야시 이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11639,새엄마의 불장난,다나카 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11640,새엄마의 섹스 교육,최강호,(주)영화사가을,,(주)영화사가을,2017-08-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11641,새엄마의 섹스 교육 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-01-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11642,새엄마의 야한 목소리,타마츠카 빙고,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11643,새엄마의 요염한 속옷,신도 레이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11644,새엄마의 절대비밀,이즈미 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11645,새엄마의 젖은 망사스타킹,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11646,새엄마의 화끈한 유혹,신도 레이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11647,새오빠 무삭제,이상우,(주)영화사 사계절,,(주)영화사 사계절,2017-04-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11648,새오빠2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11649,색골 옆집 유부녀,오자키 히로코우지,,(주)플라이어,(주)플라이어,2019-04-24,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
11650,색광: 섹스에 미친 사람들,가와사키 군지,,(주)플라이어,(주)플라이어,2016-08-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11651,색기 노출증의 여자,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-01-11,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11652,색남을 보았다 - 남친,이시노 쇼세이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-23,개봉영화,장편,일본,1,"4,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11653,색몽 H컵의 유혹,아사기리 키요시,,(주)레드언더미디어,(주)레드언더미디어,2018-10-22,개봉영화,장편,일본,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
11654,색욕 노천탕-달아오른 여주인,넥스트쿄쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2019-08-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11655,색욕에 무너진 아줌마,타니자키 오사무,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11656,색욕에 무너진 이웃집 아내,오자키 히로코우지,,(주)플라이어,(주)플라이어,2018-01-11,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
11657,색정 마누라:선배 손길에 가버린 아내,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2019-05-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11658,색정광-발정커플,타케호라 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-10-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11659,색정유령펜션,사토 오사무,,(주)아이브픽쳐스,(주)아이브픽쳐스,2017-03-14,개봉영화,장편,일본,1,"7,000",1,"7,000",1,멜로/로맨스,청소년관람불가,일반영화
11660,샌드 샤크,,,(유)조이앤시네마,(유)조이앤시네마,2017-12-27,개봉영화,장편,미국,1,"3,000",1,0,0,스릴러,15세이상관람가,일반영화
11661,생각나는 맛 - 육체관계,카이바라 크리스,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-09,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11662,생머리의 여친 엄마,세타가야 히로시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11663,샤워실의 딸친구,다카하시 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11664,샤크네이도 스톰,안소니 C. 페란트,,(유)조이앤시네마,(유)조이앤시네마,2018-02-15,개봉영화,장편,미국,1,"2,000",1,"2,000",1,스릴러,15세이상관람가,일반영화
11665,샤크스톰 2 : 샤크네이도,안소니 C. 페란트,,(주)케이알씨지,(주)케이알씨지,2016-04-14,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
11666,샤크프렌지,호세 몬테시노스,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-07-18,개봉영화,장편,미국,1,"5,000",1,0,0,액션,12세이상관람가,일반영화
11667,서도가의 정사 - 몸에 그리는 붓,이시노 쇼세이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-09,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11668,서른살의 욕정-처음 아니야,미츠이시 후지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
